Invoice ID,first_name,last_name,address,phone1,phone2,email,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,CITY,STATE
401-18-8016,Jani,Biddy,61556 W 20th Ave,206-711-6498,206-395-6284,jbiddy@yahoo.com,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,1/21/19,17:36,Cash,98.13,4.761904762,4.9065,8.9,Seattle,WA
420-18-8989,Chauncey,Motley,63 E Aurora Dr,407-413-4842,407-557-8857,chauncey_motley@aol.com,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2/2/19,15:47,Cash,412.16,4.761904762,20.608,9.6,Orlando,FL
277-63-2961,Aleshia,Tomkiewicz,14 Taylor St,01835-703597,01944-369967,atomkiewicz@hotmail.com,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2/3/19,15:53,Credit card,73.97,4.761904762,3.6985,5.4,New Orleans,LA
573-98-8548,Evan,Zigomalas,5 Binney St,01937-864715,01714-737668,evan.zigomalas@gmail.com,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,1/5/19,12:40,Ewallet,31.9,4.761904762,1.595,9.1,Brighton,MI
620-02-2046,France,Andrade,8 Moor Place,01347-368222,01935-821636,france.andrade@hotmail.com,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,1/27/19,19:48,Ewallet,138.8,4.761904762,6.94,9,Bridgeport,NJ
282-35-2475,Ulysses,Mcwalters,505 Exeter Rd,01912-771311,01302-601380,ulysses@hotmail.com,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,3/25/19,17:53,Cash,186.62,4.761904762,9.331,6.3,Anchorage,AK
511-54-3087,Tyisha,Veness,5396 Forth Street,01547-429341,01290-367248,tyisha.veness@hotmail.com,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2/25/19,16:36,Credit card,88.45,4.761904762,4.4225,9.5,Hamilton,OH
726-29-6793,Eric,Rampy,9472 Lind St,01969-886290,01545-817375,erampy@rampy.co.uk,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,1/28/19,20:54,Ewallet,193.44,4.761904762,9.672,9.8,Ashland,OH
387-49-4215,Marg,Grasmick,7457 Cowl St #70,01865-582516,01362-620532,marg@hotmail.com,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,1/8/19,12:50,Cash,145.5,4.761904762,7.275,6.7,Chicago,IL
862-17-9201,Laquita,Hisaw,20 Gloucester Pl #96,01746-394243,01590-982428,laquita@yahoo.com,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,1/29/19,10:48,Credit card,504.3,4.761904762,25.215,7.7,San Jose,CA
291-21-5991,Lura,Manzella,929 Augustine St,01907-538509,01340-713951,lura@hotmail.com,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,3/29/19,14:28,Cash,306.45,4.761904762,15.3225,7,Sioux Falls,SD
602-80-9671,Yuette,Klapec,45 Bradfield St #166,01903-649460,01933-512513,yuette.klapec@klapec.co.uk,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2/9/19,17:15,Credit card,95.7,4.761904762,4.785,5.1,Baltimore,MD
347-72-6115,Fernanda,Writer,620 Northampton St,01630-202053,01687-879391,fernanda@writer.co.uk,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,1/16/19,18:03,Credit card,635.18,4.761904762,31.759,6.2,Kulpsville,PA
209-61-0206,Charlesetta,Erm,5 Hygeia St,01276-816806,01517-624517,charlesetta_erm@gmail.com,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,1/5/19,17:29,Ewallet,214.55,4.761904762,10.7275,6.1,Middle Island,NY
595-27-4851,Corrinne,Jaret,2150 Morley St,01625-932209,01642-322954,corrinne_jaret@gmail.com,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,1/27/19,18:05,Ewallet,379.96,4.761904762,18.998,9.3,Los Angeles,CA
189-52-0236,Niesha,Bruch,24 Bolton St,01874-856950,01342-793603,niesha.bruch@yahoo.com,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,3/14/19,12:07,Cash,696.85,4.761904762,34.8425,7.6,Chagrin Falls,OH
503-07-0930,Rueben,Gastellum,4 Forrest St,01976-755279,01956-535511,rueben_gastellum@gastellum.co.uk,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2/23/19,19:49,Credit card,408.73,4.761904762,20.4365,8.2,Laredo,TX
413-20-6708,Michell,Throssell,89 Noon St,01967-580851,01672-496478,mthrossell@throssell.co.uk,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,3/18/19,15:52,Ewallet,51.47,4.761904762,2.5735,8.5,Phoenix,AZ
425-85-2085,Edgar,Kanne,99 Guthrie St,01326-532337,01666-638176,edgar.kanne@yahoo.com,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,3/29/19,16:48,Ewallet,274.3,4.761904762,13.715,9.8,Mc Minnville,TN
521-18-7827,Dewitt,Julio,7 Richmond St,01253-528327,01241-964675,dewitt.julio@hotmail.com,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,1/22/19,20:46,Credit card,196.95,4.761904762,9.8475,8.7,Milwaukee,WI
220-28-1851,Charisse,Spinello,9165 Primrose St,01719-831436,01207-428520,charisse_spinello@spinello.co.uk,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,3/1/19,18:14,Ewallet,69.46,4.761904762,3.473,9.7,Taylor,MI
600-38-9738,Mee,Lapinski,9 Pengwern St,01578-287816,01939-815208,mee.lapinski@yahoo.com,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/19,15:05,Credit card,359.6,4.761904762,17.98,4.3,Rockford,IL
734-91-1155,Peter,Gutierres,4410 Tarlton St,01842-767201,01859-648598,peter_gutierres@yahoo.com,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,3/26/19,10:34,Credit card,137.13,4.761904762,6.8565,7.7,Aston,PA
451-28-5717,Octavio,Salvadore,6949 Bourne St,01552-709248,01743-139456,octavio.salvadore@yahoo.com,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,3/20/19,11:23,Cash,499.02,4.761904762,24.951,7.3,San Jose,CA
609-81-8548,Martha,Teplica,148 Rembrandt St,01677-684257,01583-287367,mteplica@teplica.co.uk,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2/6/19,13:55,Credit card,224.64,4.761904762,11.232,5.9,Irving,TX
133-14-7229,Tamesha,Veigel,2200 Nelson St #58,01217-342071,01280-786847,tveigel@veigel.co.uk,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,1/1/19,11:43,Cash,125.74,4.761904762,6.287,5,Albany,NY
534-01-4457,Tess,Sitra,61 Rossett St,01473-229124,01848-116775,tess_sitra@hotmail.com,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,1/27/19,14:36,Credit card,490.26,4.761904762,24.513,8,Middlesex,NJ
719-89-8991,Leonard,Kufner,41 Canning St,01230-623547,01604-718601,lkufner@kufner.co.uk,A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2/25/19,16:03,Ewallet,457.05,4.761904762,22.8525,7.1,Stevens Point,WI
286-62-6248,Svetlana,Tauras,8289 Cadogan St,01781-827317,01509-121140,svetlana_tauras@tauras.co.uk,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,1/16/19,20:03,Credit card,156.84,4.761904762,7.842,9,Shawnee,KS
339-38-9982,Pok,Molaison,211 Hobart St,01866-248660,01315-284286,pok@yahoo.com,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,1/13/19,14:55,Ewallet,119.72,4.761904762,5.986,6.7,Easton,MD
827-44-5872,Augustine,Growcock,114 Falkland St #8845,01541-802635,01926-108010,augustine.growcock@growcock.co.uk,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/19,11:28,Credit card,543.6,4.761904762,27.18,6.1,New York,NY
827-77-7633,Karma,Quarto,1 Birkett St,01857-864722,01307-667811,kquarto@gmail.com,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2/17/19,19:41,Cash,882.81,4.761904762,44.1405,9.3,Conroe,TX
287-83-1405,Reed,Weisinger,5147 Blackstone St,01243-678286,01292-297245,reed_weisinger@yahoo.com,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2/12/19,19:01,Ewallet,152.58,4.761904762,7.629,7,Columbus,OH
435-13-4908,German,Zelaya,7 Shenstone St,01400-269033,01366-210656,german@hotmail.com,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,1/24/19,18:04,Credit card,693.44,4.761904762,34.672,7.2,Las Cruces,NM
857-67-9057,Milly,Savidge,129 Alexander Pope St,01702-725589,01421-132652,milly@gmail.com,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2/6/19,19:20,Ewallet,229.5,4.761904762,11.475,8.2,Ridgefield Park,NJ
236-27-1144,Luis,Ear,2 Birchfield Rd,01462-648669,01405-648623,luis@hotmail.com,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,3/26/19,10:31,Ewallet,146.79,4.761904762,7.3395,8.4,Dunellen,NJ
892-05-6689,Ciara,Cobbley,7523 Kempton Rd,01235-647932,01809-443217,ciara_cobbley@hotmail.com,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/19,13:28,Ewallet,141.6,4.761904762,7.08,6.2,New York,NY
583-41-4548,Alethea,Mould,6305 Elstow St,01662-114247,01351-868965,alethea@hotmail.com,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2/7/19,11:36,Ewallet,116.69,4.761904762,5.8345,7.4,Metairie,LA
339-12-4827,Margurite,Loperfido,218 Greenbank Drive,01407-866759,01640-661191,mloperfido@gmail.com,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,1/5/19,11:32,Credit card,73.96,4.761904762,3.698,5,New York,NY
643-38-7867,Vernice,Sperazza,8921 Forge St,01822-563044,01765-519419,vernice@yahoo.com,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,3/7/19,11:44,Ewallet,97.94,4.761904762,4.897,6.9,Camarillo,CA
308-81-0538,Vicente,Rawicki,3060 St Ambrose Grove #261,01327-770774,01286-258121,vicente_rawicki@hotmail.com,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/19,17:16,Credit card,292.2,4.761904762,14.61,4.9,San Antonio,TX
358-88-9262,Craig,Cua,8388 Bessemer St #5,01483-418969,01818-980469,craig@hotmail.com,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2/1/19,18:43,Ewallet,524.88,4.761904762,26.244,5.1,Abilene,KS
460-35-4390,Jenise,Dulle,87 Pownall Sq,01709-854691,01572-193368,jenise.dulle@hotmail.com,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,1/22/19,11:00,Ewallet,92.04,4.761904762,4.602,9.1,Prineville,OR
343-87-0864,Marylin,Cornelison,39 Wye St,01609-882184,01295-331807,marylin_cornelison@yahoo.com,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.674,1/3/19,10:30,Credit card,75.88,4.761904762,3.794,7.1,Overland Park,KS
173-50-1108,Marget,Gunst,2732 Bostock St #1,01693-310794,01512-975244,mgunst@yahoo.com,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,2/13/19,12:14,Credit card,80.72,4.761904762,4.036,5,Fairbanks,AK
243-47-2663,Annett,Bunselmeyer,5562 Fairfield St #847,01891-702579,01333-972244,abunselmeyer@hotmail.com,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,1/28/19,16:43,Credit card,112.62,4.761904762,5.631,5.5,Miami,FL
841-18-8232,Kip,Turziano,37 Meadow St,01850-347846,01222-164469,kip.turziano@yahoo.com,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,1/5/19,20:40,Credit card,71.2,4.761904762,3.56,9.2,Fairbanks,AK
701-23-5550,Melina,Orizabal,3 Nevison St,01420-307327,01245-559333,melina@gmail.com,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,3/19/19,13:40,Ewallet,155.24,4.761904762,7.762,4.9,Hopkins,MN
647-50-1224,Tina,Clapham,5662 William Moult St,01567-296442,01493-245349,tclapham@gmail.com,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,1/12/19,16:23,Ewallet,294.2,4.761904762,14.71,8.9,Boston,MA
541-48-8554,Luisa,Devereux,3 North View #35,01607-269930,01334-807355,ldevereux@gmail.com,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,1/7/19,12:08,Credit card,548.55,4.761904762,27.4275,6,Los Angeles,CA
539-21-7227,Pedro,Aschoff,135 Opie St,01386-981141,01823-517315,paschoff@yahoo.com,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,1/26/19,17:45,Cash,257.7,4.761904762,12.885,4.2,Madison,WI
213-32-1216,Carrol,Kunimitsu,1 Askew St,01260-641258,01415-364461,carrol_kunimitsu@yahoo.com,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,1/23/19,10:28,Cash,396.36,4.761904762,19.818,7.3,Philadelphia,PA
747-58-7183,Alba,Mosseri,4 Burnall St,01543-198690,01231-806535,alba@gmail.com,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2/9/19,20:31,Ewallet,171.81,4.761904762,8.5905,6.5,New York,NY
582-52-8065,Domonique,Sandlin,95 Denton St,01355-500797,01987-728730,domonique@hotmail.com,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2/22/19,10:49,Cash,488.79,4.761904762,24.4395,8.9,Tullahoma,TN
210-57-1719,Rory,Neufville,5 Chadwick St #7,01252-621329,01442-700486,rory_neufville@neufville.co.uk,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2/5/19,12:34,Cash,524.16,4.761904762,26.208,9.7,Columbia,SC
399-69-4630,Dustin,Klingaman,67 Micawber St,01712-135466,01523-775781,dklingaman@gmail.com,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,3/7/19,10:23,Credit card,133.26,4.761904762,6.663,8.6,Wayne,PA
134-75-2619,Lyndia,Moonshower,43 Williamson St #7995,01469-300335,01789-132579,lyndia_moonshower@moonshower.co.uk,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.002,3/25/19,18:51,Cash,135.24,4.761904762,6.762,6.9,Flemington,NJ
356-44-8813,Jules,Hiltner,5 Howe St,01428-343825,01814-878359,jules@yahoo.com,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,1/20/19,13:45,Credit card,112.44,4.761904762,5.622,7.7,Westbury,NY
198-66-9832,Dong,Kopczynski,7 Cheapside #9,01770-129032,01639-518104,dkopczynski@kopczynski.co.uk,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2/4/19,19:38,Cash,144.08,4.761904762,7.204,9.5,Jenkintown,PA
283-26-5248,Justine,Salta,85 Bridgewater St,01689-253476,01376-851958,justine_salta@yahoo.com,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/19,20:23,Ewallet,985.2,4.761904762,49.26,4.5,Van Nuys,CA
712-39-0363,Chantay,Kamens,763 Parkfield Rd,01823-383806,01245-146126,ckamens@hotmail.com,A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.458,1/2/19,15:24,Ewallet,249.96,4.761904762,12.498,5.6,Providence,RI
218-59-9410,Tequila,Chisum,662 Grove Park,01835-634521,01702-946496,tequila.chisum@chisum.co.uk,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,3/29/19,16:54,Ewallet,217.26,4.761904762,10.863,8.2,Huntingdon Valley,PA
174-75-0888,Maybelle,Consolazio,5410 Lawton St,01383-647035,01351-200904,mconsolazio@yahoo.com,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,3/14/19,12:32,Cash,194.22,4.761904762,9.711,7.3,Providence,RI
866-99-7614,Margarett,Bairo,3 August Rd,01670-813697,01903-424890,margarett@gmail.com,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2/11/19,15:42,Credit card,892,4.761904762,44.6,4.4,Monroe Township,NJ
134-54-4720,Janessa,Noonon,476 Starkie St,01472-324699,01841-979075,jnoonon@yahoo.com,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,1/30/19,13:58,Ewallet,339.36,4.761904762,16.968,5.7,Austin,TX
760-90-2357,Sol,Cowser,6448 Tillard St,01412-528394,01580-134516,sol@gmail.com,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,3/20/19,15:08,Ewallet,447.06,4.761904762,22.353,5,Littleton,CO
514-37-2845,Louann,Smethers,3055 Creswick St,01670-234959,01488-872531,louann@gmail.com,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,3/20/19,13:02,Cash,198.5,4.761904762,9.925,9,Milwaukee,WI
698-98-5964,Lindsay,Yadao,7 Jolliffe St,01947-566661,01481-295251,lindsay_yadao@yadao.co.uk,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,1/17/19,13:01,Credit card,812.1,4.761904762,40.605,6.3,New York,NY
718-57-9773,Malika,Hanton,1175 Greig St,01532-497454,01705-208145,malika@gmail.com,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2/3/19,16:40,Credit card,493.3,4.761904762,24.665,9.4,Anchorage,AK
651-88-7328,Stefany,Ferenz,636 Portland Place,01743-977277,01704-986828,stefany@hotmail.com,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,1/1/19,13:55,Cash,591.66,4.761904762,29.583,7.7,Erie,PA
241-11-2261,Abraham,Cratch,41 Benedict St,01599-245408,01695-305111,acratch@gmail.com,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,1/10/19,10:33,Credit card,559.02,4.761904762,27.951,5.5,Glen Burnie,MD
408-26-9866,Giuseppe,Rohaley,62 Margaret St,01345-400452,01866-845669,giuseppe@yahoo.com,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,3/2/19,16:42,Ewallet,517.86,4.761904762,25.893,4.1,Boise,ID
834-83-1826,Kiera,Bassil,5152 Sophia St,01655-519837,01783-446052,kbassil@bassil.co.uk,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/19,17:16,Credit card,410.2,4.761904762,20.51,7.6,San Francisco,CA
343-61-3544,Wendell,Rubano,1 Back Canning St,01837-530939,01752-386691,wendell_rubano@hotmail.com,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,1/29/19,11:48,Cash,266.7,4.761904762,13.335,8.6,Chapel Hill,NC
239-48-4278,Stevie,Stifflemire,9 Gradwell St,01262-808399,01411-169215,stevie_stifflemire@stifflemire.co.uk,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,3/10/19,19:35,Ewallet,70.91,4.761904762,3.5455,8.3,San Carlos,CA
355-34-6244,Yun,Paletta,9205 Upper Hill St,01350-332706,01374-255198,yun_paletta@paletta.co.uk,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,1/13/19,19:55,Credit card,144.78,4.761904762,7.239,8.1,Concord,CA
550-84-8664,Brittani,Thurm,9 Horatio St,01686-306597,01970-890023,bthurm@yahoo.com,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,3/22/19,14:33,Credit card,429.55,4.761904762,21.4775,8.6,London,OH
339-96-8318,Billy,Venus,61 Miriam St,01537-356648,01703-435212,billy.venus@yahoo.com,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,3/1/19,19:49,Ewallet,569.17,4.761904762,28.4585,6.3,Wellsville,NY
458-61-0011,Brynn,Elkan,67 Pulford St,01388-416867,01345-625433,brynn@yahoo.com,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/19,18:43,Cash,241.2,4.761904762,12.06,5.8,Baltimore,MD
592-34-6155,Elroy,Piehler,821 Pembroke Place,01589-654152,01586-387018,epiehler@piehler.co.uk,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,1/14/19,14:43,Ewallet,127.08,4.761904762,6.354,6.2,Newark,NJ
797-88-0493,Anisha,Shulick,3 Alder St,01780-704167,01268-233798,ashulick@yahoo.com,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.934,3/26/19,13:54,Cash,257.08,4.761904762,12.854,7.7,Chicago,IL
207-73-1363,Bettina,Kham,80 Morecambe St,01355-192668,01340-622388,bettina.kham@kham.co.uk,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.971,3/1/19,12:15,Ewallet,139.02,4.761904762,6.951,8.1,Newark,NJ
390-31-6381,Velda,Mancilla,7866 Renshaw St #283,01823-526645,01368-456268,velda_mancilla@mancilla.co.uk,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,1/7/19,12:37,Cash,81.66,4.761904762,4.083,7.3,Clovis,NM
443-82-0585,Marta,Brace,658 Lake St,01777-469402,01631-454193,marta.brace@brace.co.uk,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,2/1/19,19:54,Cash,310.72,4.761904762,15.536,8.4,Staten Island,NY
339-18-7061,Juan,Vanwyhe,5382 Redfern St,01961-642757,01728-150282,juan_vanwyhe@gmail.com,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2/13/19,15:06,Credit card,185.96,4.761904762,9.298,8,Jacksonville,FL
359-90-3665,Lelia,Filion,45 Bidder St #38,01367-136951,01322-715065,lelia.filion@filion.co.uk,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.936,1/14/19,18:03,Credit card,72.32,4.761904762,3.616,9.5,Hayward,CA
375-72-3056,Una,Frankel,6766 Britton St #379,01912-749219,01308-356704,ufrankel@hotmail.com,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,1/19/19,15:58,Ewallet,189.18,4.761904762,9.459,7,Beachwood,OH
127-47-6963,Eva,Joulwan,7 Lear Rd,01779-720349,01961-802899,eva.joulwan@gmail.com,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.182,3/9/19,13:53,Credit card,206.84,4.761904762,10.342,9.8,Euless,TX
278-86-2735,Mammie,Dormanen,2577 Toxteth St #5,01527-579687,01439-184366,mammie_dormanen@hotmail.com,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.871,3/27/19,14:03,Cash,157.02,4.761904762,7.851,9.2,Gardena,CA
695-28-6250,Jeannetta,Coolidge,761 Cockerell St #1,01927-790069,01440-276155,jeannetta_coolidge@gmail.com,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2/4/19,16:38,Ewallet,215.3,4.761904762,10.765,7.7,Evanston,IL
379-17-6588,Elbert,Drawe,9 Cypress St,01753-784273,01496-526674,edrawe@drawe.co.uk,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,3/14/19,11:07,Cash,596.1,4.761904762,29.805,5.3,Akron,OH
227-50-3718,Lenny,Gazzola,6 Romilly St,01312-233253,01342-706893,lenny.gazzola@yahoo.com,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,3/4/19,12:23,Cash,73.1,4.761904762,3.655,4.4,Philadelphia,PA
302-15-2162,Mira,Alpheaus,51 St Anne St #12,01241-273991,01381-836777,mira.alpheaus@yahoo.com,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.139,3/3/19,10:54,Credit card,279.18,4.761904762,13.959,4.3,Burlingame,CA
788-07-8452,Cathern,Ungar,823 Idris St,01898-134749,01266-671305,cathern.ungar@ungar.co.uk,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,1/27/19,17:38,Ewallet,169.68,4.761904762,8.484,9.4,San Gabriel,CA
560-49-6611,Malcom,Fleckles,8764 Nickleby St #877,01478-110943,01937-120539,malcom.fleckles@gmail.com,A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,2/7/19,14:13,Cash,45.58,4.761904762,2.279,9.8,Waco,TX
880-35-0356,Monroe,Damato,5344 Bengel St #5,01402-733903,01440-164945,mdamato@damato.co.uk,A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2/5/19,11:51,Ewallet,225.6,4.761904762,11.28,4.8,Anchorage,AK
585-11-6748,Leota,Fletchen,8880 Great Howard St #7750,01358-446391,01414-780251,lfletchen@gmail.com,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,3/15/19,13:05,Cash,290.4,4.761904762,14.52,5.3,San Jose,CA
470-31-3286,Berry,Gutoski,9 Oakleigh,01448-211489,01929-400879,berry@gmail.com,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.683,3/1/19,11:30,Credit card,44.46,4.761904762,2.223,8.7,San Leandro,CA
152-68-2907,Meghan,Riherd,83 Denbigh St Bootle,01462-474800,01650-129106,meghan@riherd.co.uk,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2/15/19,13:30,Credit card,156.6,4.761904762,7.83,9.5,Indianapolis,IN
123-35-4896,Mike,Torner,30 Aughton St,01240-600327,01408-918612,mike_torner@torner.co.uk,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2/17/19,19:11,Ewallet,419.94,4.761904762,20.997,5.3,Rock Springs,WY
258-69-7810,Elsa,Delisle,260 Saxon St,01537-525550,01204-471598,elsa_delisle@gmail.com,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,1/26/19,18:53,Cash,184.25,4.761904762,9.2125,9.2,Mc Lean,VA
334-64-2006,Linwood,Rosenlof,3 Pyramid St,01546-942059,01244-769346,linwood.rosenlof@yahoo.com,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,3/24/19,14:22,Ewallet,140.64,4.761904762,7.032,9.6,New Orleans,LA
219-61-4139,Latosha,Alexy,37 Langham St #948,01704-508066,01662-268374,latosha@yahoo.com,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,1/23/19,17:16,Ewallet,83.08,4.761904762,4.154,6.4,Boulder,CO
881-41-7302,Alexia,Meenan,94 Villars St,01560-328739,01270-931388,alexia.meenan@meenan.co.uk,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,1/26/19,10:06,Credit card,64.99,4.761904762,3.2495,4.5,San Leandro,CA
373-09-4567,Graham,Stanwick,73 Hawkstone St,01860-191930,01409-786106,gstanwick@gmail.com,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/19,20:35,Ewallet,775.6,4.761904762,38.78,6.9,Honolulu,HI
642-30-6693,Elinore,Fulda,123 Sussex St,01457-837447,01403-864306,elinore.fulda@fulda.co.uk,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,343.413,3/17/19,13:54,Ewallet,327.06,4.761904762,16.353,7.8,Burnsville,MN
